month_year,full_date,name,SpeechID,position_cat,Organisation,HFSC_ChairConnect,HFSC_RankMembConnect,SpeakerConnect,HFSC_CombConnect,FedBoardCentrality,FedSpoketoFed,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org,Scrutiny,,,,,,,,,,Financial.Markets,Macroeconomics,Monetary.Policy,International.Economy,Local.Housing.Dev,Banking.Regulation,CPIAUCNS,PCEPI,INTDSRUSM193N,DFF,FEDFUNDS,GDPDEF,GDPC96,U6RATE,SPCS10RSA,CPIAUCNSPercent,PCEPIPercent,GDPC96Percent,CaseShillerChange,UnemploymentRateChange,pres_party,house_dem_rep,senate_dem_rep
11/1/2000,11/20/2000,Alan Greenspan,246,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,Low,,,,,,,,,,0.084432721,0,0,0.395778358,0.1530343,0.271767825,174.1,83.825,6,6.61,6.51,82.6,12681.965,7.1,112.5,3.331418725,2.47658813,2.776683266,12.09777778,0,0,0.946188271,0.818181813
11/1/2000,11/21/2000,Edward M. Gramlich,247,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Low,,,,,,,,,,0,0,0,0.105882354,0.711111128,0,174.1,83.825,6,6.61,6.51,82.6,12681.965,7.1,112.5,3.331418725,2.47658813,2.776683266,12.09777778,0,0,0.946188271,0.818181813
12/1/2000,12/5/2000,Alan Greenspan,248,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.143322483,0.480130285,0,0,0,0.186319217,174,83.932,6,6.6,6.4,82.6,12681.965,6.9,113.93,3.275862069,2.360244007,2.776683266,12.34091109,-2.898550725,0,0.946188271,0.818181813
12/1/2000,12/6/2000,Edward M. Gramlich,249,1,Federal Reserve Bank of Philadelphia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0,0,0,0.733333349,0.130718961,174,83.932,6,6.6,6.4,82.6,12681.965,6.9,113.93,3.275862069,2.360244007,2.776683266,12.34091109,-2.898550725,0,0.946188271,0.818181813
12/1/2000,12/6/2000,Roger W. Ferguson,250,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.567164183,0.102089554,0.223283589,0,0,174,83.932,6,6.6,6.4,82.6,12681.965,6.9,113.93,3.275862069,2.360244007,2.776683266,12.34091109,-2.898550725,0,0.946188271,0.818181813
12/1/2000,12/8/2000,Alan Greenspan,251,3,Federal Reserve Bank of Atlanta,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0,0,0.315436244,0.352348983,0.144295305,174,83.932,6,6.6,6.4,82.6,12681.965,6.9,113.93,3.275862069,2.360244007,2.776683266,12.34091109,-2.898550725,0,0.946188271,0.818181813
1/1/2001,1/12/2001,Roger W. Ferguson,252,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Low,,,,,,,,,,0,0.638851821,0,0.156208277,0,0,175.1,84.307,5.52,5.41,5.98,83.131,12645.65,7.3,115.43,3.597944032,2.516991472,2.218043359,12.71766439,2.739726027,1,0.959276021,1
1/1/2001,1/25/2001,Roger W. Ferguson,253,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Low,,,,,,,,,,0,0,0.211081788,0.211081788,0.155672818,0.250659645,175.1,84.307,5.52,5.41,5.98,83.131,12645.65,7.3,115.43,3.597944032,2.516991472,2.218043359,12.71766439,2.739726027,1,0.959276021,1
2/1/2001,2/14/2001,Roger W. Ferguson,254,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.157215044,0,0.269511521,0.309376746,0.129702419,175.8,84.419,5,5.57,5.49,83.131,12645.65,7.4,116.69,3.412969283,2.339520724,2.218043359,12.68317765,2.702702703,1,0.959276021,1
2/1/2001,2/15/2001,Laurence H. Meyer,255,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.146944076,0,0,0,0,0.651928902,175.8,84.419,5,5.57,5.49,83.131,12645.65,7.4,116.69,3.412969283,2.339520724,2.218043359,12.68317765,2.702702703,1,0.959276021,1
2/1/2001,2/20/2001,Edward M. Gramlich,256,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.472627729,0,0.271441609,0,0,175.8,84.419,5,5.57,5.49,83.131,12645.65,7.4,116.69,3.412969283,2.339520724,2.218043359,12.68317765,2.702702703,1,0.959276021,1
2/1/2001,2/27/2001,Roger W. Ferguson,257,2,Securities Industry and Financial Markets Association (SIFMA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.153352767,0.196501464,0.096209913,0,0.137026235,0.337609321,175.8,84.419,5,5.57,5.49,83.131,12645.65,7.4,116.69,3.412969283,2.339520724,2.218043359,12.68317765,2.702702703,1,0.959276021,1
3/1/2001,3/5/2001,Laurence H. Meyer,258,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0,0,0.839080453,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/7/2001,Alan Greenspan,259,3,,0.6,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.188150525,0.269815862,0,0,0,0.289031237,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/9/2001,Roger W. Ferguson,260,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.191459075,0,0.081850536,0.12313167,0.143772244,0.39715302,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/15/2001,Laurence H. Meyer,261,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0,0,0,0.081901491,0.785223365,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/23/2001,Edward M. Gramlich,262,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0,0,0.732366502,0,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/27/2001,Alan Greenspan,263,3,National Association for Business Economics,0,0,1,0,9.90E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.126912698,0.232223228,0.44824481,0,0,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
3/1/2001,3/28/2001,Laurence H. Meyer,264,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0.815683126,0,0,0,176.2,84.422,4.81,5.59,5.31,83.131,12645.65,7.3,117.73,2.837684449,1.927222762,2.218043359,12.38426909,2.739726027,1,0.959276021,1
4/1/2001,4/5/2001,Edward M. Gramlich,265,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0,0,0,0.680851042,0.112462007,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/5/2001,Roger W. Ferguson,266,2,Federal Reserve Bank of New York,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.227329969,0,0.086272039,0,0.146095723,0.419395477,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/6/2001,Alan Greenspan,267,3,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.08960177,0,0,0.386061937,0.3960177,0,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/19/2001,Edward M. Gramlich,269,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.29416883,0,0.513489962,0.061792862,0,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/19/2001,Roger W. Ferguson,268,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.131319761,0.62705189,0,0,0.126723573,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/26/2001,Roger W. Ferguson,270,2,Bard College,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.199485198,0.095881596,0.079794079,0,0.155083656,0.391891897,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
4/1/2001,4/27/2001,Alan Greenspan,271,3,,0.8,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.386986315,0.303424656,0,0.159589037,0,0.060273971,176.9,84.578,4.28,5.29,4.8,83.708,12712.787,7.4,118.5,3.1656303,2.200335785,0.897238348,11.78902954,6.756756757,1,0.959276021,1
5/1/2001,5/10/2001,Alan Greenspan,273,3,Federal Reserve Bank of Chicago,0,0,0,0,0.000103624,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.331594199,0,0,0.13565217,0,0.410434783,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/10/2001,Laurence H. Meyer,272,1,Federal Reserve Bank of Chicago,0,0,0,0,0.000103624,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0,0,0,0,0.602915466,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/17/2001,Laurence H. Meyer,274,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.053182919,0,0.083803385,0,0.717163563,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/18/2001,Alan Greenspan,275,3,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.117687076,0.105442174,0,0.111564629,0,0.567346931,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/21/2001,Laurence H. Meyer,276,1,National Association for Business Economics,0,0,0,0,9.90E-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0,0.736788094,0.073370956,0,0.086198047,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/21/2001,Roger W. Ferguson,277,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.126055494,0,0.061519902,0.095295534,0.384197831,0.279855251,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/24/2001,Alan Greenspan,279,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.652222216,0.13666667,0.119999997,0,0,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
5/1/2001,5/24/2001,Laurence H. Meyer,278,1,,NA,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.482042402,0.319342285,0.09043704,0,0,177.7,84.808,3.73,4.61,4.21,83.708,12712.787,7.5,118.95,3.489026449,2.390104707,0.897238348,10.87852039,5.333333333,1,0.959276021,1
6/1/2001,6/6/2001,Laurence H. Meyer,280,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.574421942,0.193280354,0,0,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/11/2001,Edward M. Gramlich,281,1,American Bankers Association (ABA),0.28,0,0,0.28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.246858165,0.420107722,0,0.195242375,0,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/14/2001,Roger W. Ferguson,282,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Low,,,,,,,,,,0,0.513533831,0,0.320300758,0,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/20/2001,Alan Greenspan,284,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Low,,,,,,,,,,0,0,0,0.731808722,0.103950106,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/20/2001,Edward M. Gramlich,283,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0,0.341659963,0,0,0.442385167,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/28/2001,Alan Greenspan,286,3,Federal Reserve Bank of Chicago,0,0,0,0,0.000103624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0.62658608,0,0.193353474,0,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
6/1/2001,6/28/2001,Alan Greenspan,285,3,Federal Reserve Bank of Chicago,0,0,0,0,0.000103624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0,0,0.5,0.416666657,0,178,84.968,3.47,4.14,3.97,83.708,12712.787,7.9,119.5,3.146067416,2.253789662,0.897238348,10.17573222,11.39240506,1,0.959276021,1
7/1/2001,7/17/2001,Laurence H. Meyer,287,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0.835164845,0,0,0,177.5,84.944,3.25,3.95,3.77,83.985,12674.114,7.8,120.1,2.647887324,1.991900546,0.467945925,9.933388843,10.25641026,1,0.959276021,1
7/1/2001,7/18/2001,Roger W. Ferguson,288,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0,0,0,0.5,0,177.5,84.944,3.25,3.95,3.77,83.985,12674.114,7.8,120.1,2.647887324,1.991900546,0.467945925,9.933388843,10.25641026,1,0.959276021,1
8/1/2001,8/3/2001,Edward M. Gramlich,289,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,Low,,,,,,,,,,0,0,0,0,0,0,177.5,84.941,3.16,3.79,3.65,83.985,12674.114,8.1,120.95,2.647887324,2.003743775,0.467945925,9.822240595,12.34567901,1,0.959276021,1
8/1/2001,8/31/2001,Alan Greenspan,291,3,Federal Reserve Bank of Kansas City,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0,0.550505042,0,0,0.207070708,0,177.5,84.941,3.16,3.79,3.65,83.985,12674.114,8.1,120.95,2.647887324,2.003743775,0.467945925,9.822240595,12.34567901,1,0.959276021,1
8/1/2001,8/31/2001,Roger W. Ferguson,290,2,Federal Reserve Bank of Kansas City,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.176425859,0,0.139163494,0.204562739,0.257794678,0.140684411,177.5,84.941,3.16,3.79,3.65,83.985,12674.114,8.1,120.95,2.647887324,2.003743775,0.467945925,9.822240595,12.34567901,1,0.959276021,1
9/1/2001,9/4/2001,Roger W. Ferguson,292,2,Federal Reserve Bank of Philadelphia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.179611653,0,0,0,0.359223306,0.234627828,178.3,84.666,2.77,3.66,3.07,83.985,12674.114,8.7,121.95,2.579921481,1.259065032,0.467945925,9.774497745,19.54022989,1,0.959276021,1
10/1/2001,10/11/2001,Alan Greenspan,293,3,Federal Reserve Bank of St Louis,0,0,0,0,0.000103624,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0,0.439655185,0.274137944,0,0.124137931,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/12/2001,Laurence H. Meyer,294,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0.639344275,0.131147534,0.081967212,0,0,0,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/15/2001,Laurence H. Meyer,295,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0,0,0,0.059536934,0,0.805402398,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/16/2001,Roger W. Ferguson,296,2,,0.8,0,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.251006722,0.079865769,0.106040269,0,0,0.469798654,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/23/2001,Alan Greenspan,297,3,American Bankers Association (ABA),0.28,0,0,0.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.462295085,0,0,0.209836066,0.121311478,0.127868846,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/23/2001,Edward M. Gramlich,298,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.075129531,0,0,0.07253886,0.476683944,0.27720207,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/24/2001,Alan Greenspan,299,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.182437032,0,0,0.57794416,0,0,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
10/1/2001,10/26/2001,Alan Greenspan,300,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,Low,,,,,,,,,,0.080851063,0.106382981,0,0.33900708,0.390070915,0,177.7,84.975,2.02,3.02,2.49,84.239,12705.159,9.3,122.81,2.082160945,1.485142689,0.182555763,9.478055533,26.88172043,1,0.959276021,1
11/1/2001,11/8/2001,Edward M. Gramlich,302,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Low,,,,,,,,,,0,0.0917136,0,0.103781171,0.674175382,0,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
11/1/2001,11/8/2001,Roger W. Ferguson,301,2,,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0.148614615,0,0,0,0,0.68094039,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
11/1/2001,11/13/2001,Alan Greenspan,303,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0.614576042,0,0.265592158,0,0,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
11/1/2001,11/27/2001,Laurence H. Meyer,304,1,National Association of Business Economists (NABE),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.790697694,0,0,0,0.058139537,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
11/1/2001,11/30/2001,Alan Greenspan,306,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Low,,,,,,,,,,0.343127966,0.184834123,0,0.293838859,0,0.081516586,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
11/1/2001,11/30/2001,Edward M. Gramlich,305,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Low,,,,,,,,,,0.163934425,0.254098356,0.303278685,0.131147534,0,0,177.4,84.918,1.58,2.61,2.09,84.239,12705.159,9.4,123.62,1.860202931,1.287124049,0.182555763,8.995308203,24.46808511,1,0.959276021,1
12/1/2001,12/3/2001,Alan Greenspan,307,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.173414305,0.139676109,0,0.573549271,0,0,176.7,84.83,1.33,2.06,1.82,84.239,12705.159,9.6,124.02,1.528013582,1.058587764,0.182555763,8.135784551,28.125,1,0.959276021,1
12/1/2001,12/5/2001,Laurence H. Meyer,308,1,Swarthmore College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0.394722074,0,0.192401275,0.147669852,0.168631852,0,176.7,84.83,1.33,2.06,1.82,84.239,12705.159,9.6,124.02,1.528013582,1.058587764,0.182555763,8.135784551,28.125,1,0.959276021,1
12/1/2001,12/18/2001,Laurence H. Meyer,309,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.432084322,0,0.055035129,0.188524589,0.103044495,0.170960188,176.7,84.83,1.33,2.06,1.82,84.239,12705.159,9.6,124.02,1.528013582,1.058587764,0.182555763,8.135784551,28.125,1,0.959276021,1
1/1/2002,1/8/2002,Roger W. Ferguson,310,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0.723684192,0,0,0.11722488,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/10/2002,Alan Greenspan,311,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0,0,0.25,0,0.5,0,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/11/2002,Alan Greenspan,312,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Low,,,,,,,,,,0,0.68699187,0,0.165989161,0,0,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/16/2002,Alan Greenspan,313,3,Federal Reserve Bank of New York,0,0,0,0,0.012569985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Low,,,,,,,,,,0.400000006,0.141379312,0,0.313793093,0,0,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/16/2002,Laurence H. Meyer,314,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Low,,,,,,,,,,0,0,0.866045117,0,0,0,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/16/2002,Roger W. Ferguson,315,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,Low,,,,,,,,,,0,0.744125307,0.067014799,0.074847691,0,0,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
1/1/2002,1/18/2002,Edward M. Gramlich,316,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Low,,,,,,,,,,0,0,0,0,0.780333042,0.061062649,177.1,84.89,1.25,1.52,1.73,84.504,12824.603,9.5,124.83,1.129305477,0.686771116,1.395388224,7.530241128,23.15789474,1,0.959276021,1
