"","Organisation","Indv","StartDate","EndDate","FedStart","FedEnd","Year","YearsExp"
"7396","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,1997,3
"7397","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,1998,3
"7398","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,1999,3
"7399","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2000,3
"7400","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2001,3
"7401","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2002,3
"7402","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2003,3
"7403","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2004,3
"7404","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2005,3
"7405","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2006,3
"7406","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2007,3
"7407","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2008,3
"7408","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2009,3
"7409","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2010,3
"7410","Benedictine College","The Hon. Thomas (Tom) Michael Hoenig",1965,1968,1991,2011,2011,3
"7565","Big Brothers of America","Margaret (Lyn) E McDermid",2013,2013,2013,2013,2013,0
"7581","Bipartisan Policy Center Inc","Jerome (Jay) H Powell",2013,2012,2012,2013,2012,-1
"7582","Bipartisan Policy Center Inc","Jerome (Jay) H Powell",2013,2012,2012,2013,2013,-1
"7702","Blackrock Capital Trust","Professor, Dr Susan M Phillips",1998,1999,1991,1998,1997,0
"7703","Blackrock Capital Trust","Professor, Dr Susan M Phillips",1998,1999,1991,1998,1998,0
"7787","BLACKROCK CORPORATE HIGH YIELD FUND INC","Roberta Cooper Ramo",2005,2006,1994,1997,1997,0
"7804","Blackrock Corporate High Yield Fund VI Inc","Roberta Cooper Ramo",2003,2004,1994,1997,1997,0
"7821","Blackrock Equity Trust","Professor, Dr Susan M Phillips",1999,2000,1991,1998,1997,0
"7822","Blackrock Equity Trust","Professor, Dr Susan M Phillips",1999,2000,1991,1998,1998,0
"7838","Blackrock Exchange Trust","Professor, Dr Susan M Phillips",1988,1989,1991,1998,1997,1
"7839","Blackrock Exchange Trust","Professor, Dr Susan M Phillips",1988,1989,1991,1998,1998,1
"7855","Blackrock Financial Trust","Professor, Dr Susan M Phillips",1998,1999,1991,1998,1997,0
"7856","Blackrock Financial Trust","Professor, Dr Susan M Phillips",1998,1999,1991,1998,1998,0
"7872","BlackRock Focus Value Fund Inc","Roberta Cooper Ramo",2002,2003,1994,1997,1997,0
"7924","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,1998,0
"7925","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,1999,0
"7926","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2000,0
"7927","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2001,0
"7928","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2002,0
"7929","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2003,0
"7930","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2004,0
"7931","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2005,0
"7932","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2006,0
"7933","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2007,0
"7934","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2008,0
"7935","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2009,0
"7936","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2010,1
"7937","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2011,2
"7938","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2012,3
"7939","BLACKROCK INC","Professor, Dr Paul Harrison",2009,2013,1998,2013,2013,4
"7957","BlackRock Large Cap Core Fund","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"7974","BlackRock Large Cap Growth Fund","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"7991","Blackrock Muniassets Fund Inc","Roberta Cooper Ramo",2002,2003,1994,1997,1997,0
"8008","BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND INC (BlackRock MuniHoldings California Insured Fund Inc prior to 11/2010)","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8025","BlackRock MuniYield Arizona Fund Inc","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8042","BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND INC (Blackrock Muniyield California Insured Fund Inc prior to 11/2010)","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8059","BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND II INC (BlackRock MuniYield Michigan Insured Fund II Inc prior to 11/2010)","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8076","BlackRock MuniYield New Jersey Fund Inc","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8093","Blackrock MuniYield Quality Fund II Inc","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8110","Blackrock Muniyield Quality Fund Inc","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"8127","BlackRock Securities Trust","Professor, Dr Susan M Phillips",1999,2000,1991,1998,1997,0
"8128","BlackRock Securities Trust","Professor, Dr Susan M Phillips",1999,2000,1991,1998,1998,0
"8144","BlackRock US Government Fund","Roberta Cooper Ramo",2002,2003,1994,1997,1997,0
"8202","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2004,0
"8203","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2005,0
"8204","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2006,0
"8205","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2007,0
"8206","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2008,0
"8207","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2009,0
"8208","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2010,0
"8209","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2011,0
"8210","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2012,0
"8211","Blowitz-Ridgeway Foundation (The)","Thomas P FitzGibbon Jr",2013,2013,2004,2013,2013,0
"8227","Blue Ridge Numerics Inc","Jerome (Jay) H Powell",2013,2013,2012,2013,2012,0
"8228","Blue Ridge Numerics Inc","Jerome (Jay) H Powell",2013,2013,2012,2013,2013,0
"8257","BANK OF MONTREAL (BMO)","William (Bill) A Downe",2013,2013,2008,2009,2008,0
"8258","BANK OF MONTREAL (BMO)","William (Bill) A Downe",2013,2013,2008,2009,2009,0
"8308","BANK OF MONTREAL (BMO)","William (Bill) A Downe",2001,2006,2008,2009,2008,5
"8309","BANK OF MONTREAL (BMO)","William (Bill) A Downe",2001,2006,2008,2009,2009,5
"8322","BNC BANCORP","G Kennedy Thompson",2011,2013,2005,2007,2005,0
"8323","BNC BANCORP","G Kennedy Thompson",2011,2013,2005,2007,2006,0
"8324","BNC BANCORP","G Kennedy Thompson",2011,2013,2005,2007,2007,0
"8368","Bocconi Business School of Management (Scuola di Direzione Aziendale - SDA Bocconi)","Professor Andrea Sironi",2013,2013,2000,2000,2000,0
"8385","Bocconi University of Milan, P Baffi Centre for Monetary and Financial Economics","Professor Andrea Sironi",1986,1989,2000,2000,2000,3
"8423","Bond Market Association","Murray C Pozmanter",2004,2005,2004,2005,2004,0
"8424","Bond Market Association","Murray C Pozmanter",2004,2005,2004,2005,2005,1
"8795","Boys & Girls Club of Lancaster","Rufus A Fulton Jr",1973,1974,2002,2005,2002,1
"8796","Boys & Girls Club of Lancaster","Rufus A Fulton Jr",1973,1974,2002,2005,2003,1
"8797","Boys & Girls Club of Lancaster","Rufus A Fulton Jr",1973,1974,2002,2005,2004,1
"8798","Boys & Girls Club of Lancaster","Rufus A Fulton Jr",1973,1974,2002,2005,2005,1
"8944","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1986,1998,1999,1998,3
"8945","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1986,1998,1999,1999,3
"8961","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1984,1998,1999,1998,1
"8962","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1984,1998,1999,1999,1
"8978","Brandeis University","Doctor Plutarchos K Sakellaris",1984,1986,1998,1999,1998,2
"8979","Brandeis University","Doctor Plutarchos K Sakellaris",1984,1986,1998,1999,1999,2
"8996","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1986,1999,2000,1999,3
"8997","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1986,1999,2000,2000,3
"9013","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1984,1999,2000,1999,1
"9014","Brandeis University","Doctor Plutarchos K Sakellaris",1983,1984,1999,2000,2000,1
"9030","Brandeis University","Doctor Plutarchos K Sakellaris",1984,1986,1999,2000,1999,2
"9031","Brandeis University","Doctor Plutarchos K Sakellaris",1984,1986,1999,2000,2000,2
"9046","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,1998,3
"9047","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,1999,3
"9048","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2000,3
"9049","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2001,3
"9050","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2002,3
"9051","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2003,3
"9052","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2004,3
"9053","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2005,3
"9054","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2006,3
"9055","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2007,3
"9056","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2008,3
"9057","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2009,3
"9058","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2010,3
"9059","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2011,3
"9060","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2012,3
"9061","Brandeis University","Professor, Dr Paul Harrison",1995,1998,1998,2013,2013,3
"9063","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,1998,0
"9064","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,1999,0
"9065","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2000,0
"9066","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2001,1
"9067","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2002,1
"9068","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2003,1
"9069","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2004,1
"9070","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2005,1
"9071","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2006,1
"9072","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2007,1
"9073","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2008,1
"9074","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2009,1
"9075","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2010,1
"9076","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2011,1
"9077","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2012,1
"9078","Brandeis University","Professor, Dr Paul Harrison",2000,2001,1998,2013,2013,1
"9080","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,1998,0
"9081","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,1999,0
"9082","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2000,0
"9083","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2001,0
"9084","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2002,0
"9085","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2003,0
"9086","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2004,0
"9087","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2005,0
"9088","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2006,0
"9089","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2007,0
"9090","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2008,0
"9091","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2009,0
"9092","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2010,0
"9093","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2011,0
"9094","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2012,0
"9095","Brandeis University","Professor, Dr Paul Harrison",2001,2001,1998,2013,2013,0
"9107","Brandeis University, Heller School","Professor, Dr Lisa M Lynch",2013,2013,2008,2009,2008,0
"9108","Brandeis University, Heller School","Professor, Dr Lisa M Lynch",2013,2013,2008,2009,2009,0
"9147","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"9148","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
"9149","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1999,0
"9166","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,1999,0
"9167","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2000,0
"9168","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2001,0
"9185","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2001,0
"9186","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2002,0
"9187","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2003,0
"9188","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2004,0
"9189","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2005,0
"9190","Brevan Howard Asset Management LLP","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2006,0
"9254","British Academy (BA)","Professor, Dr Martin (Marty) Stuart Feldstein",1988,2013,2002,2003,2002,14
"9255","British Academy (BA)","Professor, Dr Martin (Marty) Stuart Feldstein",1988,2013,2002,2003,2003,15
"9300","Brookings Institution (BI) (BI) Greater Washington Research Program","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1997,0
"9301","Brookings Institution (BI) (BI) Greater Washington Research Program","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1998,0
"9302","Brookings Institution (BI) (BI) Greater Washington Research Program","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1999,0
"9487","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1987,1988,1994,1997,1997,1
"9504","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1989,1994,1994,1997,1997,5
"9521","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1999,2000,1994,1997,1997,0
"9538","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,1992,1998,1997,0
"9539","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,1992,1998,1998,0
"9556","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,1998,2000,1998,0
"9557","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,1998,2000,1999,0
"9558","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,1998,2000,2000,0
"9575","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2000,2004,2000,0
"9576","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2000,2004,2001,0
"9577","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2000,2004,2002,0
"9578","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2000,2004,2003,0
"9579","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2000,2004,2004,0
"9596","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2004,2007,2004,0
"9597","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2004,2007,2005,0
"9598","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2004,2007,2006,0
"9599","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2004,2007,2007,0
"9616","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2007,2009,2007,0
"9617","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2007,2009,2008,0
"9618","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2007,2009,2009,0
"9634","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Lisa M Lynch",1998,1999,2008,2009,2008,1
"9635","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Lisa M Lynch",1998,1999,2008,2009,2009,1
"9776","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Susan M Phillips",1976,1977,1991,1998,1997,1
"9777","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Susan M Phillips",1976,1977,1991,1998,1998,1
"9793","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1957,1958,1996,1999,1997,1
"9794","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1957,1958,1996,1999,1998,1
"9795","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1957,1958,1996,1999,1999,1
"9810","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1958,1966,1996,1999,1997,8
"9811","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1958,1966,1996,1999,1998,8
"9812","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1958,1966,1996,1999,1999,8
"9827","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1969,1975,1996,1999,1997,6
"9828","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1969,1975,1996,1999,1998,6
"9829","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1969,1975,1996,1999,1999,6
"9844","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1983,1987,1996,1999,1997,4
"9845","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1983,1987,1996,1999,1998,4
"9846","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1983,1987,1996,1999,1999,4
"9861","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1987,1992,1996,1999,1997,5
"9862","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1987,1992,1996,1999,1998,5
"9863","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1987,1992,1996,1999,1999,5
"9878","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1999,2013,1996,1999,1997,0
"9879","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1999,2013,1996,1999,1998,0
"9880","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",1999,2013,1996,1999,1999,0
"9895","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1997,0
"9896","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1998,0
"9897","Brookings Institution (BI) (BI) Institution (BI)","Professor, Dr Alice Mitchell Rivlin",2013,2013,1996,1999,1999,0
"9924","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2009,2013,2009,0
"9925","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2009,2013,2010,1
"9926","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2009,2013,2011,2
"9927","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2009,2013,2012,3
"9928","Brookings Institution (BI) (BI) Institution (BI)","Doctor Karen Dynan",2009,2013,2009,2013,2013,4
"9942","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1987,1988,2010,2013,2010,1
"9943","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1987,1988,2010,2013,2011,1
"9944","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1987,1988,2010,2013,2012,1
"9945","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1987,1988,2010,2013,2013,1
"9959","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1989,1994,2010,2013,2010,5
"9960","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1989,1994,2010,2013,2011,5
"9961","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1989,1994,2010,2013,2012,5
"9962","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1989,1994,2010,2013,2013,5
"9976","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1999,2000,2010,2013,2010,1
"9977","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1999,2000,2010,2013,2011,1
"9978","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1999,2000,2010,2013,2012,1
"9979","Brookings Institution (BI) (BI) Institution (BI)","Doctor Janet Louise Yellen",1999,2000,2010,2013,2013,1
"10014","Brown University","Doctor Janet Louise Yellen",1964,1967,1994,1997,1997,3
"10031","Brown University","Doctor Karen Dynan",1982,1985,1992,1998,1997,3
"10032","Brown University","Doctor Karen Dynan",1982,1985,1992,1998,1998,3
"10049","Brown University","Doctor Karen Dynan",1982,1985,1998,2000,1998,3
"10050","Brown University","Doctor Karen Dynan",1982,1985,1998,2000,1999,3
"10051","Brown University","Doctor Karen Dynan",1982,1985,1998,2000,2000,3
"10068","Brown University","Doctor Karen Dynan",1982,1985,2000,2004,2000,3
"10069","Brown University","Doctor Karen Dynan",1982,1985,2000,2004,2001,3
"10070","Brown University","Doctor Karen Dynan",1982,1985,2000,2004,2002,3
"10071","Brown University","Doctor Karen Dynan",1982,1985,2000,2004,2003,3
"10072","Brown University","Doctor Karen Dynan",1982,1985,2000,2004,2004,3
"10089","Brown University","Doctor Karen Dynan",1982,1985,2004,2007,2004,3
"10090","Brown University","Doctor Karen Dynan",1982,1985,2004,2007,2005,3
"10091","Brown University","Doctor Karen Dynan",1982,1985,2004,2007,2006,3
"10092","Brown University","Doctor Karen Dynan",1982,1985,2004,2007,2007,3
"10109","Brown University","Doctor Karen Dynan",1982,1985,2007,2009,2007,3
"10110","Brown University","Doctor Karen Dynan",1982,1985,2007,2009,2008,3
"10111","Brown University","Doctor Karen Dynan",1982,1985,2007,2009,2009,3
"10128","Brown University","Doctor Karen Dynan",1982,1985,2009,2013,2009,3
"10129","Brown University","Doctor Karen Dynan",1982,1985,2009,2013,2010,3
"10130","Brown University","Doctor Karen Dynan",1982,1985,2009,2013,2011,3
"10131","Brown University","Doctor Karen Dynan",1982,1985,2009,2013,2012,3
"10132","Brown University","Doctor Karen Dynan",1982,1985,2009,2013,2013,3
"10146","Brown University","Doctor Janet Louise Yellen",1964,1967,2010,2013,2010,3
"10147","Brown University","Doctor Janet Louise Yellen",1964,1967,2010,2013,2011,3
"10148","Brown University","Doctor Janet Louise Yellen",1964,1967,2010,2013,2012,3
"10149","Brown University","Doctor Janet Louise Yellen",1964,1967,2010,2013,2013,3
"10201","Bryn Mawr College","Professor, Dr Alice Mitchell Rivlin",1949,1952,1996,1999,1997,3
"10202","Bryn Mawr College","Professor, Dr Alice Mitchell Rivlin",1949,1952,1996,1999,1998,3
"10203","Bryn Mawr College","Professor, Dr Alice Mitchell Rivlin",1949,1952,1996,1999,1999,3
"10235","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,1992,1998,1997,0
"10236","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,1992,1998,1998,0
"10253","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,1998,2000,1998,0
"10254","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,1998,2000,1999,0
"10255","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,1998,2000,2000,0
"10272","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2000,2004,2000,0
"10273","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2000,2004,2001,0
"10274","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2000,2004,2002,0
"10275","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2000,2004,2003,0
"10276","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2000,2004,2004,0
"10293","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2004,2007,2004,0
"10294","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2004,2007,2005,0
"10295","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2004,2007,2006,0
"10296","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2004,2007,2007,0
"10313","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2007,2009,2007,0
"10314","Bureau of Economic Analysis (BEA) Foundation","Doctor Karen Dynan",2012,2013,2007,2009,2008,0
